 ,Area,Mean,Min,Max,X,Y,Slice
404,0,3299,3299,3299,729,506,4
405,0,3295,3295,3295,1755,1526,4
406,0,3291,3291,3291,594,712,4
407,0,3289,3289,3289,1352,1836,4
408,0,3287,3287,3287,1678,1758,4
409,0,3283,3283,3283,1032,1152,4
410,0,3279,3279,3279,1232,1613,4
411,0,3279,3279,3279,1610,1602,4
412,0,3278,3278,3278,1008,88,4
413,0,3274,3274,3274,248,1588,4
414,0,3274,3274,3274,1576,155,4
415,0,3260,3260,3260,1833,1497,4
416,0,3256,3256,3256,1910,1831,4
417,0,3256,3256,3256,498,1740,4
418,0,3254,3254,3254,522,1853,4
419,0,3254,3254,3254,1162,1252,4
420,0,3252,3252,3252,1145,1632,4
421,0,3252,3252,3252,1058,1260,4
422,0,3248,3248,3248,1439,99,4
423,0,3240,3240,3240,170,2015,4
424,0,3236,3236,3236,717,1166,4
425,0,3234,3234,3234,665,72,4
426,0,3232,3232,3232,472,1145,4
427,0,3230,3230,3230,981,624,4
428,0,3228,3228,3228,1145,1828,4
429,0,3223,3223,3223,489,1654,4
430,0,3219,3219,3219,76,1847,4
431,0,3219,3219,3219,467,1385,4
432,0,3215,3215,3215,1214,1143,4
433,0,3205,3205,3205,1263,1730,4
434,0,3205,3205,3205,954,1620,4
435,0,3205,3205,3205,1661,1226,4
436,0,3203,3203,3203,24,1706,4
437,0,3201,3201,3201,952,1215,4
438,0,3197,3197,3197,944,1132,4
439,0,3195,3195,3195,955,1752,4
440,0,3187,3187,3187,1041,2037,4
441,0,3185,3185,3185,141,1788,4
442,0,3185,3185,3185,493,1619,4
443,0,3185,3185,3185,569,1549,4
444,0,3183,3183,3183,546,639,4
445,0,3181,3181,3181,677,1755,4
446,0,3177,3177,3177,1020,430,4
447,0,3175,3175,3175,1371,130,4
448,0,3173,3173,3173,1854,1526,4
449,0,3171,3171,3171,1528,95,4
450,0,3170,3170,3170,396,1759,4
451,0,3166,3166,3166,805,439,4
452,0,3162,3162,3162,102,1588,4
453,0,3160,3160,3160,996,1861,4
454,0,3160,3160,3160,575,949,4
455,0,3156,3156,3156,1002,1246,4
456,0,3152,3152,3152,1041,1044,4
457,0,3150,3150,3150,1497,1635,4
458,0,3148,3148,3148,1636,1644,4
459,0,3142,3142,3142,593,1661,4
460,0,3142,3142,3142,1012,1635,4
461,0,3140,3140,3140,1638,1117,4
462,0,3134,3134,3134,330,1589,4
463,0,3130,3130,3130,1153,684,4
464,0,3126,3126,3126,1090,1675,4
465,0,3126,3126,3126,129,1648,4
466,0,3126,3126,3126,438,1023,4
467,0,3124,3124,3124,797,1177,4
468,0,3124,3124,3124,1677,779,4
469,0,3122,3122,3122,1558,1181,4
470,0,3116,3116,3116,750,1068,4
471,0,3115,3115,3115,542,1621,4
472,0,3113,3113,3113,297,1542,4
473,0,3113,3113,3113,554,1407,4
474,0,3111,3111,3111,1671,1584,4
475,0,3109,3109,3109,1180,1295,4
476,0,3107,3107,3107,1096,1981,4
477,0,3099,3099,3099,83,1777,4
478,0,3091,3091,3091,998,1705,4
479,0,3085,3085,3085,75,1730,4
480,0,3085,3085,3085,1536,196,4
481,0,3073,3073,3073,1732,1843,4
482,0,3073,3073,3073,724,1784,4
483,0,3071,3071,3071,149,1872,4
484,0,3071,3071,3071,548,1319,4
485,0,3071,3071,3071,1185,551,4
486,0,3069,3069,3069,1262,1177,4
487,0,3069,3069,3069,449,1087,4
488,0,3067,3067,3067,1330,1804,4
489,0,3063,3063,3063,1215,1725,4
490,0,3060,3060,3060,1711,1431,4
491,0,3060,3060,3060,1568,1221,4
492,0,3058,3058,3058,179,1950,4
493,0,3056,3056,3056,136,1842,4
494,0,3054,3054,3054,1302,1811,4
495,0,3052,3052,3052,532,1819,4
496,0,3052,3052,3052,1124,599,4
497,0,3044,3044,3044,460,1230,4
498,0,3036,3036,3036,451,1359,4
499,0,3036,3036,3036,671,1306,4
500,0,3036,3036,3036,1113,490,4
501,0,3034,3034,3034,1791,1691,4
502,0,3028,3028,3028,485,1731,4
503,0,3028,3028,3028,1141,1670,4
504,0,3028,3028,3028,761,1094,4
505,0,3026,3026,3026,1170,1375,4
506,0,3022,3022,3022,67,1668,4
507,0,3020,3020,3020,1918,1596,4
508,0,3010,3010,3010,187,1708,4
509,0,3007,3007,3007,46,1882,4
510,0,3005,3005,3005,101,1956,4
511,0,3005,3005,3005,1785,1249,4
512,0,3003,3003,3003,592,1484,4
513,0,3003,3003,3003,1616,1108,4
514,0,3003,3003,3003,632,1061,4
515,0,3001,3001,3001,1012,131,4
516,0,2999,2999,2999,1419,1244,4
517,0,2997,2997,2997,909,1884,4
518,0,2997,2997,2997,493,872,4
519,0,2991,2991,2991,107,1769,4
520,0,2991,2991,2991,725,1105,4
521,0,2987,2987,2987,560,1221,4
522,0,2987,2987,2987,723,1186,4
523,0,2987,2987,2987,1207,15,4
524,0,2981,2981,2981,1109,1191,4
525,0,2975,2975,2975,1069,1148,4
526,0,2973,2973,2973,1341,1345,4
527,0,2973,2973,2973,1023,955,4
528,0,2963,2963,2963,408,1232,4
529,0,2963,2963,2963,1235,1184,4
530,0,2961,2961,2961,400,1218,4
531,0,2961,2961,2961,1114,451,4
532,0,2959,2959,2959,557,1369,4
533,0,2957,2957,2957,944,1825,4
