 ,Area,Mean,Min,Max,X,Y
1,0,11382,11382,11382,645,750
2,0,10519,10519,10519,571,577
3,0,10512,10512,10512,448,1087
4,0,10426,10426,10426,541,339
5,0,10425,10425,10425,471,545
6,0,10379,10379,10379,675,351
7,0,10268,10268,10268,756,398
8,0,10215,10215,10215,760,568
9,0,10157,10157,10157,531,980
10,0,10050,10050,10050,627,467
11,0,10039,10039,10039,514,473
12,0,9894,9894,9894,619,689
13,0,9823,9823,9823,771,410
14,0,9736,9736,9736,618,668
15,0,9694,9694,9694,1050,2053
16,0,9526,9526,9526,552,1157
17,0,9507,9507,9507,690,533
18,0,9503,9503,9503,545,1157
19,0,9444,9444,9444,459,1230
20,0,9391,9391,9391,707,521
21,0,9361,9361,9361,428,978
22,0,9204,9204,9204,548,1040
23,0,9181,9181,9181,588,976
24,0,9173,9173,9173,407,1316
25,0,9089,9089,9089,540,642
26,0,9083,9083,9083,602,375
27,0,9078,9078,9078,417,1175
28,0,9078,9078,9078,599,513
29,0,9005,9005,9005,502,563
30,0,8984,8984,8984,505,1172
31,0,8909,8909,8909,430,1085
32,0,8909,8909,8909,630,633
33,0,8865,8865,8865,359,1130
34,0,8853,8853,8853,721,500
35,0,8805,8805,8805,426,1350
36,0,8772,8772,8772,603,492
37,0,8763,8763,8763,418,1109
38,0,8753,8753,8753,400,1218
39,0,8696,8696,8696,656,476
40,0,8680,8680,8680,407,1232
41,0,8590,8590,8590,478,478
42,0,8586,8586,8586,717,577
43,0,8526,8526,8526,745,1073
44,0,8492,8492,8492,857,435
45,0,8433,8433,8433,504,1296
46,0,8419,8419,8419,429,1224
47,0,8419,8419,8419,636,434
48,0,8407,8407,8407,723,1186
49,0,8405,8405,8405,685,738
50,0,8355,8355,8355,796,508
51,0,8352,8352,8352,560,1324
52,0,8352,8352,8352,426,1021
53,0,8323,8323,8323,475,636
54,0,8314,8314,8314,640,1191
55,0,8293,8293,8293,556,1370
56,0,8286,8286,8286,541,507
57,0,8281,8281,8281,675,1070
58,0,8281,8281,8281,635,171
59,0,8073,8073,8073,533,640
60,0,8027,8027,8027,628,458
