 ,Area,Mean,Min,Max,X,Y
1,0,7369,7369,7369,1270,718
2,0,7289,7289,7289,311,1613
3,0,6784,6784,6784,1316,154
4,0,6661,6661,6661,1802,806
5,0,6565,6565,6565,1317,148
6,0,6514,6514,6514,1303,94
7,0,6494,6494,6494,501,1700
8,0,5596,5596,5596,1325,127
9,0,5288,5288,5288,1272,30
10,0,5275,5275,5275,596,661
11,0,5265,5265,5265,1292,18
12,0,5228,5228,5228,1271,17
13,0,5137,5137,5137,586,1462
14,0,5121,5121,5121,757,1179
15,0,5081,5081,5081,433,1679
16,0,4993,4993,4993,1265,68
17,0,4918,4918,4918,1318,136
18,0,4848,4848,4848,1647,1307
19,0,4784,4784,4784,564,1191
20,0,4755,4755,4755,1863,1878
21,0,4743,4743,4743,1323,180
22,0,4685,4685,4685,133,1136
23,0,4645,4645,4645,518,1378
24,0,4607,4607,4607,1435,1168
25,0,4574,4574,4574,1342,793
26,0,4565,4565,4565,41,890
27,0,4557,4557,4557,1320,171
28,0,4514,4514,4514,1328,273
29,0,4407,4407,4407,643,1135
30,0,4394,4394,4394,166,1158
31,0,4393,4393,4393,1325,188
32,0,4392,4392,4392,1319,167
33,0,4340,4340,4340,794,1054
34,0,4326,4326,4326,1136,1263
35,0,4323,4323,4323,175,1432
36,0,4314,4314,4314,433,1353
37,0,4284,4284,4284,562,1958
38,0,4253,4253,4253,552,1258
39,0,4230,4230,4230,925,1346
40,0,4207,4207,4207,1645,1295
41,0,4174,4174,4174,1071,1073
42,0,4174,4174,4174,968,711
43,0,4166,4166,4166,1002,1053
44,0,4165,4165,4165,1327,196
45,0,4102,4102,4102,119,1440
46,0,4094,4094,4094,295,1415
47,0,4094,4094,4094,780,895
48,0,4085,4085,4085,66,1522
49,0,4073,4073,4073,1328,210
50,0,4067,4067,4067,1228,991
51,0,4050,4050,4050,1272,237
52,0,4013,4013,4013,1269,223
53,0,3979,3979,3979,1034,962
54,0,3957,3957,3957,563,1507
55,0,3956,3956,3956,1326,224
56,0,3955,3955,3955,60,1425
57,0,3937,3937,3937,524,625
58,0,3907,3907,3907,324,908
59,0,3898,3898,3898,490,1694
60,0,3883,3883,3883,976,1018
61,0,3878,3878,3878,1012,1217
62,0,3859,3859,3859,1349,1067
63,0,3851,3851,3851,278,1131
64,0,3850,3850,3850,402,1234
65,0,3848,3848,3848,1556,875
66,0,3837,3837,3837,198,1847
67,0,3835,3835,3835,1055,1153
68,0,3834,3834,3834,368,821
69,0,3827,3827,3827,966,1088
70,0,3816,3816,3816,1310,72
71,0,3785,3785,3785,1408,675
72,0,3762,3762,3762,704,1325
73,0,3761,3761,3761,699,1341
74,0,3758,3758,3758,1461,744
75,0,3751,3751,3751,188,1301
76,0,3744,3744,3744,1509,950
77,0,3743,3743,3743,1901,1181
78,0,3738,3738,3738,1743,1313
79,0,3737,3737,3737,439,1074
80,0,3730,3730,3730,669,1071
81,0,3728,3728,3728,420,1206
82,0,3727,3727,3727,276,1148
83,0,3704,3704,3704,468,1180
84,0,3698,3698,3698,908,920
85,0,3665,3665,3665,477,838
86,0,3655,3655,3655,295,1553
87,0,3640,3640,3640,856,955
88,0,3640,3640,3640,1314,58
89,0,3632,3632,3632,987,1046
90,0,3629,3629,3629,346,1338
91,0,3621,3621,3621,838,1808
92,0,3608,3608,3608,1425,875
93,0,3607,3607,3607,1300,1270
94,0,3602,3602,3602,664,1225
95,0,3596,3596,3596,1478,922
96,0,3594,3594,3594,411,796
97,0,3577,3577,3577,120,1460
98,0,3573,3573,3573,1454,975
99,0,3555,3555,3555,323,1182
100,0,3547,3547,3547,1330,1310
101,0,3536,3536,3536,1328,234
102,0,3535,3535,3535,1411,913
103,0,3527,3527,3527,46,321
104,0,3526,3526,3526,234,1554
105,0,3525,3525,3525,634,770
106,0,3519,3519,3519,1155,1299
107,0,3515,3515,3515,1575,1129
108,0,3509,3509,3509,606,796
109,0,3505,3505,3505,1032,1369
110,0,3503,3503,3503,697,1276
111,0,3497,3497,3497,350,1171
112,0,3497,3497,3497,1913,854
113,0,3495,3495,3495,547,1415
114,0,3494,3494,3494,1964,1230
115,0,3491,3491,3491,1472,1195
116,0,3485,3485,3485,685,1353
117,0,3478,3478,3478,1137,1371
118,0,3478,3478,3478,208,1268
119,0,3477,3477,3477,501,1254
120,0,3475,3475,3475,493,887
121,0,3469,3469,3469,806,950
122,0,3464,3464,3464,1277,1068
123,0,3462,3462,3462,1212,1271
124,0,3460,3460,3460,1645,1363
125,0,3460,3460,3460,1313,1272
126,0,3458,3458,3458,1459,998
127,0,3456,3456,3456,67,1670
128,0,3443,3443,3443,1234,869
129,0,3440,3440,3440,1328,1362
130,0,3431,3431,3431,41,1217
131,0,3429,3429,3429,1844,1005
132,0,3427,3427,3427,375,1319
133,0,3424,3424,3424,1331,243
134,0,3414,3414,3414,813,945
135,0,3412,3412,3412,1425,812
136,0,3408,3408,3408,886,525
137,0,3404,3404,3404,16,1169
138,0,3395,3395,3395,1184,1608
139,0,3391,3391,3391,805,1346
140,0,3388,3388,3388,263,1384
141,0,3387,3387,3387,249,1207
142,0,3386,3386,3386,637,1243
143,0,3383,3383,3383,65,1324
144,0,3382,3382,3382,783,526
145,0,3380,3380,3380,243,753
146,0,3378,3378,3378,968,963
147,0,3375,3375,3375,769,593
148,0,3369,3369,3369,445,831
149,0,3365,3365,3365,1431,794
150,0,3364,3364,3364,947,1313
151,0,3361,3361,3361,231,1350
152,0,3347,3347,3347,1348,975
153,0,3347,3347,3347,751,869
154,0,3334,3334,3334,1068,1156
155,0,3333,3333,3333,847,791
156,0,3333,3333,3333,1823,615
157,0,3332,3332,3332,565,1369
158,0,3326,3326,3326,656,1351
159,0,3321,3321,3321,740,1313
160,0,3318,3318,3318,1135,1226
161,0,3314,3314,3314,588,1106
162,0,3309,3309,3309,60,1041
163,0,3307,3307,3307,370,847
164,0,3304,3304,3304,1509,1148
165,0,3295,3295,3295,1320,1097
166,0,3285,3285,3285,1337,1107
167,0,3284,3284,3284,1554,885
168,0,3281,3281,3281,997,771
169,0,3278,3278,3278,1711,1255
170,0,3277,3277,3277,766,840
171,0,3277,3277,3277,1586,652
172,0,3274,3274,3274,1410,1324
173,0,3272,3272,3272,1761,714
174,0,3265,3265,3265,1324,581
175,0,3261,3261,3261,332,1061
176,0,3254,3254,3254,750,1377
177,0,3250,3250,3250,1187,1200
178,0,3249,3249,3249,294,865
179,0,3243,3243,3243,1580,934
180,0,3242,3242,3242,490,1882
181,0,3240,3240,3240,844,1887
182,0,3240,3240,3240,1930,1255
183,0,3232,3232,3232,1415,642
184,0,3230,3230,3230,1007,949
185,0,3229,3229,3229,840,897
186,0,3225,3225,3225,1854,991
187,0,3221,3221,3221,1378,509
188,0,3218,3218,3218,551,1291
189,0,3218,3218,3218,1829,1256
190,0,3218,3218,3218,1720,1117
191,0,3213,3213,3213,915,733
192,0,3212,3212,3212,727,1342
193,0,3211,3211,3211,1770,1349
194,0,3211,3211,3211,136,1077
195,0,3207,3207,3207,1312,986
196,0,3201,3201,3201,15,1780
197,0,3200,3200,3200,345,1036
198,0,3200,3200,3200,1277,907
199,0,3199,3199,3199,1443,1013
200,0,3198,3198,3198,1840,1034
201,0,3194,3194,3194,1807,649
202,0,3193,3193,3193,241,1218
