 ,Area,Mean,Min,Max,X,Y
1,0,1582,1582,1582,222,0
2,0,1438,1438,1438,219,7
3,0,1379,1379,1379,570,681
4,0,1346,1346,1346,214,17
5,0,1303,1303,1303,193,53
6,0,1280,1280,1280,209,26
7,0,1247,1247,1247,119,545
8,0,1220,1220,1220,135,123
9,0,1208,1208,1208,1552,699
10,0,1179,1179,1179,1539,696
11,0,1156,1156,1156,785,153
12,0,1120,1120,1120,1620,678
13,0,1082,1082,1082,1468,612
14,0,1058,1058,1058,1295,104
15,0,1044,1044,1044,175,78
16,0,1024,1024,1024,424,314
17,0,1024,1024,1024,460,308
18,0,1019,1019,1019,377,154
19,0,1013,1013,1013,1488,619
20,0,1007,1007,1007,185,65
21,0,1003,1003,1003,187,62
22,0,1003,1003,1003,174,31
23,0,1002,1002,1002,420,309
24,0,1002,1002,1002,236,61
25,0,988,988,988,784,415
26,0,984,984,984,1712,851
27,0,984,984,984,30,393
28,0,980,980,980,148,95
29,0,977,977,977,419,307
30,0,974,974,974,153,7
31,0,973,973,973,1229,10
32,0,970,970,970,1240,752
33,0,961,961,961,449,400
34,0,955,955,955,1564,69
35,0,954,954,954,170,43
36,0,944,944,944,918,239
37,0,931,931,931,462,288
38,0,929,929,929,1140,74
39,0,928,928,928,1472,621
40,0,922,922,922,166,54
41,0,919,919,919,133,199
42,0,909,909,909,497,112
43,0,899,899,899,371,134
44,0,898,898,898,998,1218
45,0,891,891,891,321,147
46,0,875,875,875,326,134
47,0,868,868,868,944,319
48,0,857,857,857,417,295
49,0,852,852,852,1612,674
50,0,852,852,852,251,30
51,0,849,849,849,436,165
52,0,843,843,843,1544,1210
53,0,843,843,843,1451,455
54,0,837,837,837,260,26
55,0,833,833,833,1498,856
56,0,828,828,828,1775,57
57,0,825,825,825,824,1477
58,0,823,823,823,472,208
59,0,819,819,819,57,221
60,0,817,817,817,579,1367
61,0,817,817,817,988,546
62,0,817,817,817,248,25
63,0,816,816,816,1457,603
64,0,813,813,813,918,653
65,0,812,812,812,250,68
66,0,811,811,811,1052,350
67,0,811,811,811,326,121
68,0,807,807,807,263,16
69,0,806,806,806,408,171
70,0,803,803,803,92,1288
71,0,803,803,803,73,200
72,0,802,802,802,989,1178
73,0,802,802,802,444,273
74,0,800,800,800,1420,570
75,0,798,798,798,1674,1152
76,0,798,798,798,1034,331
77,0,796,796,796,1447,593
78,0,791,791,791,391,384
79,0,786,786,786,251,50
80,0,778,778,778,106,145
81,0,777,777,777,200,1218
82,0,776,776,776,1787,1084
83,0,770,770,770,1501,850
84,0,770,770,770,66,198
85,0,769,769,769,377,888
86,0,768,768,768,1070,1213
87,0,767,767,767,286,931
88,0,767,767,767,354,766
89,0,767,767,767,1278,258
90,0,766,766,766,1384,1184
91,0,766,766,766,1476,1158
92,0,766,766,766,1831,32
93,0,760,760,760,1858,1212
94,0,760,760,760,621,668
95,0,760,760,760,1569,293
96,0,759,759,759,885,593
97,0,756,756,756,1156,1148
98,0,755,755,755,887,1032
99,0,755,755,755,736,728
100,0,754,754,754,507,778
101,0,753,753,753,1624,1281
102,0,753,753,753,1630,84
103,0,752,752,752,1358,834
104,0,752,752,752,756,278
105,0,751,751,751,147,526
106,0,749,749,749,462,166
107,0,748,748,748,868,1117
108,0,747,747,747,158,63
109,0,745,745,745,658,1156
110,0,745,745,745,1772,235
111,0,745,745,745,331,200
112,0,744,744,744,294,948
113,0,743,743,743,1765,1088
114,0,742,742,742,337,135
115,0,742,742,742,1393,25
116,0,741,741,741,150,1440
117,0,739,739,739,381,90
118,0,736,736,736,1665,1201
119,0,736,736,736,954,566
120,0,734,734,734,86,183
121,0,734,734,734,1099,162
122,0,734,734,734,1469,11
123,0,733,733,733,1109,257
124,0,732,732,732,1765,311
125,0,731,731,731,436,818
126,0,731,731,731,431,276
