 ,Area,Mean,Min,Max,X,Y
1,0,25904,25904,25904,1859,560
2,0,24296,24296,24296,509,929
3,0,22158,22158,22158,970,743
4,0,22070,22070,22070,1475,985
5,0,21484,21484,21484,1431,725
6,0,18826,18826,18826,659,1520
7,0,18642,18642,18642,360,1160
8,0,18079,18079,18079,1224,842
9,0,17699,17699,17699,482,1262
10,0,16202,16202,16202,1963,1212
11,0,16012,16012,16012,659,636
12,0,15056,15056,15056,1123,141
13,0,14701,14701,14701,1150,1218
14,0,14524,14524,14524,973,522
15,0,13448,13448,13448,1950,938
16,0,13429,13429,13429,666,619
17,0,13426,13426,13426,1382,788
18,0,13265,13265,13265,1952,35
19,0,13067,13067,13067,732,1035
20,0,11641,11641,11641,389,820
21,0,11382,11382,11382,65,1085
22,0,11379,11379,11379,1819,356
23,0,11264,11264,11264,0,1094
24,0,11162,11162,11162,662,649
25,0,11106,11106,11106,1193,971
26,0,10911,10911,10911,434,1444
27,0,10878,10878,10878,888,328
28,0,10707,10707,10707,172,848
29,0,10696,10696,10696,2,1216
30,0,10586,10586,10586,1598,248
31,0,10522,10522,10522,571,721
32,0,10462,10462,10462,228,1096
33,0,10446,10446,10446,825,723
34,0,10419,10419,10419,685,596
35,0,9948,9948,9948,596,905
36,0,9660,9660,9660,703,1576
37,0,9468,9468,9468,1495,896
38,0,9229,9229,9229,1165,589
39,0,9140,9140,9140,1381,1354
40,0,8810,8810,8810,1678,707
41,0,8739,8739,8739,102,1297
42,0,8677,8677,8677,1077,1475
43,0,8507,8507,8507,11,909
44,0,8471,8471,8471,1388,246
45,0,8350,8350,8350,1424,239
46,0,8333,8333,8333,614,1533
47,0,8308,8308,8308,543,925
48,0,8259,8259,8259,206,570
49,0,8232,8232,8232,548,883
50,0,8173,8173,8173,1389,237
51,0,8163,8163,8163,1241,550
52,0,8133,8133,8133,108,1407
53,0,8133,8133,8133,121,1362
54,0,8055,8055,8055,128,1390
55,0,7998,7998,7998,749,604
56,0,7997,7997,7997,1001,748
57,0,7934,7934,7934,137,1440
58,0,7895,7895,7895,1893,338
59,0,7744,7744,7744,298,925
60,0,7719,7719,7719,688,644
61,0,7623,7623,7623,1848,1530
62,0,7607,7607,7607,1925,95
63,0,7526,7526,7526,821,728
64,0,7519,7519,7519,1069,642
65,0,7480,7480,7480,121,1466
66,0,7479,7479,7479,1374,246
67,0,7439,7439,7439,718,1596
68,0,7425,7425,7425,665,969
69,0,7420,7420,7420,389,171
70,0,7408,7408,7408,1850,1534
71,0,7402,7402,7402,554,876
72,0,7402,7402,7402,13,712
73,0,7333,7333,7333,798,221
74,0,7282,7282,7282,108,1360
75,0,7243,7243,7243,439,47
76,0,7152,7152,7152,1866,1244
77,0,7146,7146,7146,486,1325
78,0,7110,7110,7110,317,294
79,0,7055,7055,7055,437,605
80,0,7042,7042,7042,77,1267
81,0,7028,7028,7028,730,1571
82,0,6990,6990,6990,539,944
83,0,6953,6953,6953,71,1376
84,0,6921,6921,6921,458,728
85,0,6909,6909,6909,1959,117
86,0,6883,6883,6883,609,1304
87,0,6873,6873,6873,1145,1605
88,0,6869,6869,6869,1335,1435
89,0,6863,6863,6863,517,859
90,0,6830,6830,6830,1588,783
91,0,6821,6821,6821,1641,1354
92,0,6810,6810,6810,1821,1502
93,0,6778,6778,6778,16,1449
94,0,6741,6741,6741,1792,1521
95,0,6733,6733,6733,811,650
96,0,6695,6695,6695,1134,768
97,0,6684,6684,6684,1004,215
98,0,6656,6656,6656,1663,1367
99,0,6656,6656,6656,347,720
100,0,6629,6629,6629,1742,990
101,0,6620,6620,6620,444,1365
102,0,6613,6613,6613,1,1439
103,0,6609,6609,6609,44,780
104,0,6595,6595,6595,631,988
105,0,6590,6590,6590,1014,1428
106,0,6588,6588,6588,695,1382
107,0,6587,6587,6587,652,1307
108,0,6582,6582,6582,740,927
109,0,6569,6569,6569,650,928
110,0,6568,6568,6568,687,910
111,0,6554,6554,6554,1710,981
112,0,6551,6551,6551,1987,1509
113,0,6546,6546,6546,1002,1346
114,0,6530,6530,6530,476,1486
115,0,6504,6504,6504,1957,790
116,0,6496,6496,6496,752,1487
117,0,6486,6486,6486,1092,246
118,0,6471,6471,6471,1846,1355
119,0,6452,6452,6452,308,1068
120,0,6442,6442,6442,683,629
121,0,6397,6397,6397,1007,636
122,0,6395,6395,6395,530,964
123,0,6387,6387,6387,9,1325
124,0,6381,6381,6381,101,1504
125,0,6373,6373,6373,64,704
126,0,6370,6370,6370,142,747
