 ,Area,Mean,Min,Max,X,Y
1,0,1138,1138,1138,341,145
2,0,1050,1050,1050,463,799
3,0,1023,1023,1023,462,717
4,0,1018,1018,1018,674,561
5,0,1015,1015,1015,727,816
6,0,995,995,995,1234,397
7,0,978,978,978,625,140
8,0,975,975,975,574,153
9,0,966,966,966,422,746
10,0,964,964,964,480,350
11,0,962,962,962,430,132
12,0,960,960,960,442,732
13,0,954,954,954,549,59
14,0,949,949,949,381,468
15,0,944,944,944,527,384
16,0,929,929,929,622,516
17,0,928,928,928,554,402
18,0,928,928,928,647,56
19,0,927,927,927,684,3
20,0,922,922,922,495,374
21,0,919,919,919,1019,879
22,0,917,917,917,538,571
23,0,916,916,916,416,115
24,0,915,915,915,569,704
25,0,910,910,910,648,545
26,0,910,910,910,698,421
27,0,909,909,909,1072,705
28,0,909,909,909,365,442
29,0,908,908,908,340,452
30,0,908,908,908,419,199
31,0,905,905,905,526,569
32,0,904,904,904,448,322
33,0,904,904,904,635,81
34,0,903,903,903,676,168
35,0,900,900,900,179,424
36,0,898,898,898,513,425
37,0,897,897,897,668,867
38,0,894,894,894,648,864
39,0,894,894,894,1042,699
40,0,893,893,893,1220,832
41,0,893,893,893,537,362
42,0,891,891,891,368,183
43,0,890,890,890,489,489
44,0,888,888,888,466,493
45,0,888,888,888,396,456
46,0,887,887,887,737,753
47,0,887,887,887,691,164
48,0,886,886,886,894,80
49,0,885,885,885,483,179
50,0,885,885,885,527,44
51,0,882,882,882,558,727
52,0,881,881,881,791,415
53,0,880,880,880,366,329
54,0,879,879,879,693,787
55,0,879,879,879,526,403
56,0,878,878,878,523,987
57,0,876,876,876,299,315
58,0,874,874,874,584,830
59,0,874,874,874,927,728
60,0,873,873,873,946,780
61,0,873,873,873,1028,466
62,0,873,873,873,770,390
63,0,872,872,872,961,469
64,0,870,870,870,876,100
65,0,869,869,869,517,354
66,0,868,868,868,435,423
67,0,866,866,866,297,829
68,0,865,865,865,395,965
69,0,865,865,865,255,418
70,0,864,864,864,352,450
71,0,864,864,864,867,397
72,0,864,864,864,208,283
73,0,863,863,863,615,694
74,0,862,862,862,436,972
75,0,862,862,862,379,863
76,0,862,862,862,896,735
77,0,859,859,859,658,307
78,0,858,858,858,695,665
79,0,857,857,857,242,506
80,0,856,856,856,560,452
81,0,855,855,855,419,934
82,0,851,851,851,508,287
83,0,848,848,848,451,292
84,0,848,848,848,785,152
85,0,847,847,847,453,532
86,0,846,846,846,438,668
87,0,846,846,846,354,652
88,0,846,846,846,612,372
89,0,846,846,846,377,357
90,0,845,845,845,528,344
91,0,845,845,845,481,174
92,0,845,845,845,891,10
93,0,844,844,844,764,700
94,0,844,844,844,705,436
95,0,844,844,844,1149,349
96,0,843,843,843,468,368
97,0,842,842,842,958,406
98,0,841,841,841,680,751
99,0,841,841,841,329,426
100,0,841,841,841,560,335
101,0,841,841,841,499,196
102,0,840,840,840,564,400
103,0,840,840,840,656,333
104,0,839,839,839,455,509
105,0,838,838,838,713,976
106,0,838,838,838,444,854
107,0,838,838,838,953,732
108,0,838,838,838,733,546
109,0,837,837,837,334,499
110,0,837,837,837,538,105
111,0,836,836,836,1255,839
112,0,835,835,835,614,782
113,0,835,835,835,598,728
114,0,835,835,835,544,66
115,0,834,834,834,470,815
116,0,833,833,833,189,488
117,0,833,833,833,641,302
118,0,831,831,831,493,193
119,0,829,829,829,869,217
120,0,828,828,828,461,847
121,0,827,827,827,474,740
122,0,827,827,827,569,43
123,0,826,826,826,221,408
124,0,825,825,825,963,758
125,0,825,825,825,409,467
126,0,825,825,825,889,338
127,0,824,824,824,499,171
128,0,823,823,823,1208,748
129,0,823,823,823,683,14
130,0,822,822,822,579,697
131,0,820,820,820,418,681
132,0,820,820,820,324,250
133,0,819,819,819,474,195
